age,path,split
52,AgeDB/5292_JackNicolson_52_m.jpg,test
19,AgeDB/12544_AlikiBoug_19_f.jpg,val
44,AgeDB/9280_BurtLancaster_44_m.jpg,train
33,AgeDB/9338_GeorgesMarchal_33_m.jpg,train
81,AgeDB/15698_KathrynGrayson_81_f.jpg,val
38,AgeDB/12420_AngieDickinson_38_f.jpg,train
18,AgeDB/11354_VirnaLisi_18_f.jpg,val
40,AgeDB/14184_GeraldinePage_40_f.jpg,train
29,AgeDB/6782_RowanAtkinson_29_m.jpg,train
39,AgeDB/11670_MireilleDarc_39_f.jpg,test
56,AgeDB/8847_ArnoldSchwarzenegger_56_m.jpg,val
81,AgeDB/278_PabloPicasso_81_m.jpg,val
41,AgeDB/3216_EliWallach_41_m.jpg,val
58,AgeDB/2898_SamElliott_58_m.jpg,train
26,AgeDB/11300_SophiaLoren_26_f.jpg,train
54,AgeDB/4072_ClintWalker_54_m.jpg,train
59,AgeDB/5786_BenGazzara_59_m.jpg,train
64,AgeDB/2631_JamesWoods_64_m.jpg,train
43,AgeDB/1196_ErnestRutherford_43_m.jpg,val
75,AgeDB/10986_DonnaDouglas_75_f.jpg,train
86,AgeDB/2130_MelBrooks_86_m.jpg,train
48,AgeDB/13290_AmandaRedman_48_f.jpg,val
19,AgeDB/76_PaulAnka_19_m.jpg,train
34,AgeDB/7910_GeorgePeppard_34_m.jpg,val
46,AgeDB/9729_DorisDay_46_f.jpg,test
38,AgeDB/734_RonaldReagan_38_m.jpg,train
73,AgeDB/4156_GenaRowlands_73_m.jpg,val
31,AgeDB/4929_StevenBerkoff_31_m.jpg,train
77,AgeDB/13513_GladysCooper_77_f.jpg,test
44,AgeDB/3431_KevinSpacey_44_m.jpg,train
62,AgeDB/4201_HarveyKeitel_62_m.jpg,train
24,AgeDB/14273_JoanCrawford_24_f.jpg,test
32,AgeDB/8582_DavidCarradine_32_m.jpg,train
70,AgeDB/12432_AngieDickinson_70_f.jpg,train
35,AgeDB/2370_AlainDelon_35_m.jpg,train
54,AgeDB/5359_JohnDerek_54_m.jpg,train
53,AgeDB/6354_JamesArness_53_m.jpg,train
50,AgeDB/12007_CybillShepherd_50_f.jpg,train
50,AgeDB/16459_Tyson_50_f.jpg,train
37,AgeDB/3601_MikeConnors_37_m.jpg,train
68,AgeDB/3595_MichaelYork_68_m.jpg,test
59,AgeDB/7883_FredAstaire_59_m.jpg,train
65,AgeDB/5312_JackLemon_65_m.jpg,train
19,AgeDB/2133_MelGibson_19_m.jpg,val
36,AgeDB/16070_WillSmith _36_m.jpg,train
68,AgeDB/8028_HenryFonda_68_m.jpg,train
21,AgeDB/882_WinstonChurchill_21_m.jpg,val
22,AgeDB/15994_MuhammadAli_22_m.jpg,val
25,AgeDB/211_ElvisPresley_25_m.jpg,train
29,AgeDB/4613_JamesGarner_29_m.jpg,test
38,AgeDB/8112_LeslieNielsen_38_m.jpg,train
41,AgeDB/6139_DanaAndrews_41_m.jpg,train
35,AgeDB/5305_JackLemon_35_m.jpg,train
43,AgeDB/7188_JohnWayne_43_m.jpg,train
29,AgeDB/9421_Thanasisveggos_29_m.jpg,train
58,AgeDB/5613_PeterFalk_58_m.jpg,train
61,AgeDB/8155_LorneGreene_61_m.jpg,train
70,AgeDB/3713_RingoStarr_70_m.jpg,train
52,AgeDB/3737_RogerAllam_52_m.jpg,val
40,AgeDB/12444_AngieDickinson_40_f.jpg,train
31,AgeDB/6675_PeterGraves_31_m.jpg,train
28,AgeDB/10403_BarbaraBain_28_f.jpg,val
79,AgeDB/8871_CharltonHeaston_79_m.jpg,train
44,AgeDB/2584_GeneWilder_44_m.jpg,test
80,AgeDB/6207_DickieMoore_80_m.jpg,val
60,AgeDB/15515_JeanetteMacDonald_60_f.jpg,train
84,AgeDB/7664_TonyCurtis_84_m.jpg,train
71,AgeDB/5581_PatrickStewart_71_m.jpg,train
53,AgeDB/15609_KateOMara_53_f.jpg,train
42,AgeDB/13421_DanielleDarrieux_42_f.jpg,test
53,AgeDB/12963_CatherineDeneuve_53_f.jpg,train
69,AgeDB/5243_DavidMcCallum_69_m.jpg,train
14,AgeDB/3483_MarisaPavan_14_m.jpg,train
61,AgeDB/2478_ClaudeRich_61_m.jpg,train
40,AgeDB/251_TheodorakisMikis_40_m.jpg,train
71,AgeDB/2344_AbeVigoda_71_m.jpg,val
40,AgeDB/4655_JeffGoldblum_40_m.jpg,train
67,AgeDB/3656_OmarSharif_67_m.jpg,train
73,AgeDB/12047_DebbieReynolds_73_f.jpg,train
62,AgeDB/3125_ChuckNorris_62_m.jpg,test
39,AgeDB/12659_IsabelleHuppert_39_f.jpg,train
34,AgeDB/14898_KatharineHepburn_34_f.jpg,train
38,AgeDB/15541_JulieBishop_38_f.jpg,train
30,AgeDB/14278_JoanCrawford_30_f.jpg,val
65,AgeDB/4772_MichelPiccoli_65_m.jpg,train
76,AgeDB/5796_BenGazzara_76_m.jpg,test
67,AgeDB/7558_RobertMorley_67_m.jpg,val
37,AgeDB/14372_LorettaYoung_37_f.jpg,train
32,AgeDB/14434_OliviadeHavilland_32_f.jpg,val
39,AgeDB/14723_MarleneDietrich_39_f.jpg,val
51,AgeDB/8592_DavidCarradine_51_m.jpg,train
70,AgeDB/5912_HowardKeel_70_m.jpg,train
62,AgeDB/1104_CharlesDarwin_62_m.jpg,train
35,AgeDB/13192_MichellePfeiffer_35_f.jpg,train
30,AgeDB/5347_JohnDerek_30_m.jpg,train
80,AgeDB/7241_JosephCotten_80_m.jpg,val
49,AgeDB/15605_KateOMara_49_f.jpg,train
59,AgeDB/7332_LinoVentura_59_m.jpg,train
96,AgeDB/1301_RitaLeviMontalcini_96_f.jpg,train
38,AgeDB/14962_AmandaBlake_38_f.jpg,train
24,AgeDB/16411_Ross_24_f.jpg,train
29,AgeDB/92_PaulAnka_29_m.jpg,train
57,AgeDB/10206_JulieAdams_57_f.jpg,train
57,AgeDB/5933_JackLarson_57_m.jpg,train
47,AgeDB/15505_JeanetteMacDonald_47_f.jpg,train
44,AgeDB/16425_Turner_44_f.jpg,train
29,AgeDB/15251_DyanCannon_29_f.jpg,val
26,AgeDB/12254_JoanneWoodward_26_f.jpg,train
60,AgeDB/14135_SusannahYork_60_f.jpg,train
41,AgeDB/2059_JonVoight_41_m.jpg,train
59,AgeDB/8740_RichardAttenborough_59_m.jpg,test
38,AgeDB/2722_KevinBacon_38_m.jpg,train
48,AgeDB/7142_JeanPaulBelmondo_48_m.jpg,train
66,AgeDB/2482_ClaudeRich_66_m.jpg,test
28,AgeDB/11119_JuneLockhart_28_f.jpg,train
31,AgeDB/14063_JudyHolliday_31_f.jpg,test
36,AgeDB/6583_LexBarker_36_m.jpg,train
75,AgeDB/1163_AlbertSchweitzer_75_m.jpg,train
24,AgeDB/9236_VittorioGassman_24_m.jpg,val
21,AgeDB/8517_CharlesBronson_21_m.jpg,train
24,AgeDB/10721_MaggieSmith_24_f.jpg,train
29,AgeDB/15465_JeanetteMacDonald_29_f.jpg,train
82,AgeDB/613_Gorbachev_82_m.jpg,train
66,AgeDB/690_GeorgeHWBush_66_m.jpg,test
59,AgeDB/15652_KatharineRoss_59_f.jpg,val
16,AgeDB/9565_MarcelloMastroianni_16_m.jpg,val
32,AgeDB/11050_JeanneMoreau_32_f.jpg,train
30,AgeDB/7750_AlbertoSordi_30_m.jpg,train
31,AgeDB/13275_AmandaRedman_31_f.jpg,train
72,AgeDB/878_WinstonChurchill_72_m.jpg,train
61,AgeDB/10876_SusanGeorge_61_f.jpg,train
34,AgeDB/6601_LouCostello_34_m.jpg,test
59,AgeDB/10523_FayeDunaway_59_f.jpg,train
26,AgeDB/3976_BurtReynolds_26_m.jpg,train
34,AgeDB/3164_DerekJacobi_34_m.jpg,train
30,AgeDB/6437_JoanLorring_30_m.jpg,train
45,AgeDB/13601_JeanPeters_45_f.jpg,train
34,AgeDB/8168_PatrickSwayze_34_m.jpg,train
31,AgeDB/7713_VincentPrice_31_m.jpg,train
68,AgeDB/8011_GiulianoGemma_68_m.jpg,train
44,AgeDB/4657_JeffGoldblum_44_m.jpg,train
43,AgeDB/4358_RalphMacchio_43_m.jpg,train
64,AgeDB/8060_HorstBuchholz_64_m.jpg,train
35,AgeDB/15955_MartinLutherKing_35_m.jpg,train
34,AgeDB/8751_AlecGuinness_34_m.jpg,train
51,AgeDB/8648_JamesStewart_51_m.jpg,train
64,AgeDB/1961_JamesBest_64_m.jpg,train
46,AgeDB/13659_JuneAllyson_46_f.jpg,train
37,AgeDB/15717_MargaretNolan_37_f.jpg,train
36,AgeDB/10566_KathrynHays_36_f.jpg,train
51,AgeDB/16318_Davis_51_f.jpg,val
72,AgeDB/16044_MorganFreeman _72_m.jpg,test
65,AgeDB/10824_PeggyLipton_65_f.jpg,train
63,AgeDB/3861_SteveKanaly_63_m.jpg,val
58,AgeDB/9735_DorisDay_58_f.jpg,val
45,AgeDB/6307_FernandoRey_45_m.jpg,train
51,AgeDB/9731_DorisDay_51_f.jpg,train
52,AgeDB/11002_EllenBurstyn_52_f.jpg,test
33,AgeDB/14370_LorettaYoung_33_f.jpg,train
43,AgeDB/13219_RoyScheider_43_f.jpg,train
45,AgeDB/8539_CharlieChaplin_45_m.jpg,train
64,AgeDB/3879_SteveMartin_64_m.jpg,train
54,AgeDB/6464_JohnVernon_54_m.jpg,train
20,AgeDB/329_LarryEllison_20_m.jpg,train
27,AgeDB/10504_FayeDunaway_27_f.jpg,train
34,AgeDB/6842_ThomasTerry_34_m.jpg,train
22,AgeDB/10272_MarietteHartley_22_f.jpg,test
86,AgeDB/13137_JaneRussell_86_f.jpg,train
64,AgeDB/14137_SusannahYork_64_f.jpg,train
76,AgeDB/475_JWMarriott_76_m.jpg,train
67,AgeDB/4430_RobertPowell_67_m.jpg,train
23,AgeDB/16055_WillSmith _23_m.jpg,train
34,AgeDB/4932_StevenBerkoff_34_m.jpg,test
27,AgeDB/7746_AlbertoSordi_27_m.jpg,train
55,AgeDB/982_Einstain_55_m.jpg,train
60,AgeDB/3617_MikeConnors_60_m.jpg,train
58,AgeDB/5506_MichaelKeaton_58_m.jpg,val
89,AgeDB/16336_Dee_89_f.jpg,train
50,AgeDB/1478_CarlMarx_50_m.jpg,train
53,AgeDB/8482_WilliamHolden_53_m.jpg,train
33,AgeDB/5322_JackLemon_33_m.jpg,train
23,AgeDB/12088_EvaMarieSaint_23_f.jpg,train
36,AgeDB/5666_RayDanton_36_m.jpg,train
48,AgeDB/15317_EdwigeFenech_48_f.jpg,train
55,AgeDB/1339_Soljenitsyne_55_m.jpg,val
41,AgeDB/12636_HedyLamarr_41_f.jpg,train
30,AgeDB/14005_GloriaSwanson_30_f.jpg,test
21,AgeDB/14242_JanetGaynor_21_f.jpg,train
21,AgeDB/3637_OmarSharif_21_m.jpg,train
23,AgeDB/15924_VeronicaLake_23_f.jpg,train
18,AgeDB/13756_RitaHayworth_18_f.jpg,test
50,AgeDB/1709_EdHarris_50_m.jpg,train
52,AgeDB/7553_RobertMorley_52_m.jpg,train
76,AgeDB/11297_SophiaLoren_76_f.jpg,test
55,AgeDB/14968_AmandaBlake_55_f.jpg,train
54,AgeDB/4909_RomanPolanski_54_m.jpg,train
29,AgeDB/1984_JamesCaan_29_m.jpg,train
56,AgeDB/12834_MaryTylerMoore_56_f.jpg,train
60,AgeDB/6078_WilliamShatner_60_m.jpg,train
18,AgeDB/915_TheodoreRoosevelt_18_m.jpg,train
25,AgeDB/14529_AudreyHepburn_25_f.jpg,train
39,AgeDB/7091_Garycooper_39_m.jpg,train
44,AgeDB/8053_HorstBuchholz_44_m.jpg,val
34,AgeDB/15946_MartinLutherKing_34_m.jpg,val
64,AgeDB/10548_JoanCollins_64_f.jpg,test
33,AgeDB/11500_JulieAndrews_33_f.jpg,train
30,AgeDB/12853_MylКneDemongeot_30_f.jpg,train
50,AgeDB/10203_JulieAdams_50_f.jpg,train
40,AgeDB/4872_RogerMoore_40_m.jpg,train
55,AgeDB/781_AdolfHitlerr_55_m.jpg,val
57,AgeDB/2109_MelBrooks_57_m.jpg,train
50,AgeDB/1787_TomHanks_50_m.jpg,train
33,AgeDB/13847_AnneBancroft_33_f.jpg,train
42,AgeDB/13162_JaneWyman_42_f.jpg,train
25,AgeDB/835_HarrySTruman_25_m.jpg,train
11,AgeDB/12938_CatherineDeneuve_11_f.jpg,test
33,AgeDB/10535_JoanCollins_33_f.jpg,train
29,AgeDB/1514_YannisRitsos_29_m.jpg,val
31,AgeDB/6283_ErrolFlynn_31_m.jpg,train
77,AgeDB/14476_PeggyAshcroft_77_f.jpg,train
57,AgeDB/8332_RichardCrenna_57_m.jpg,test
68,AgeDB/5911_HowardKeel_68_m.jpg,train
60,AgeDB/7259_KrisKristofferson_60_m.jpg,train
45,AgeDB/3931_TommySands_45_m.jpg,test
71,AgeDB/10130_JaneFonda_71_f.jpg,train
83,AgeDB/7661_TonyCurtis_83_m.jpg,test
47,AgeDB/10292_MarietteHartley_47_f.jpg,train
45,AgeDB/8396_SpencerTracy_45_m.jpg,val
21,AgeDB/11243_ShirleyJones_21_f.jpg,train
52,AgeDB/6184_DenzelWashington_52_m.jpg,train
35,AgeDB/585_QueenElizabet_35_f.jpg,train
68,AgeDB/4946_StevenBerkoff_68_m.jpg,train
75,AgeDB/10434_BarbaraBain_75_f.jpg,train
93,AgeDB/7444_MickeyRooney_93_m.jpg,train
25,AgeDB/3559_MichaelYork_25_m.jpg,test
83,AgeDB/16452_Tyson_83_f.jpg,val
26,AgeDB/10800_PeggyLipton_26_f.jpg,train
40,AgeDB/6607_LouCostello_40_m.jpg,val
74,AgeDB/5939_JackLarson_74_m.jpg,train
76,AgeDB/12899_RuthGordon_76_f.jpg,train
72,AgeDB/16203_BillCosby_72_m.jpg,train
39,AgeDB/6586_LexBarker_39_m.jpg,train
61,AgeDB/4331_MichaelPalin_61_m.jpg,train
25,AgeDB/15042_BettyGarrett_25_f.jpg,val
45,AgeDB/15683_KathrynGrayson_45_f.jpg,train
41,AgeDB/10387_AnnMargret_41_f.jpg,train
55,AgeDB/8152_LorneGreene_55_m.jpg,train
23,AgeDB/15333_ErinGray_23_f.jpg,train
66,AgeDB/9262_VittorioGassman_66_m.jpg,test
32,AgeDB/2674_JohnCleese_32_m.jpg,test
61,AgeDB/8255_ReginaldOwen_61_m.jpg,train
34,AgeDB/6581_LexBarker_34_m.jpg,val
38,AgeDB/3359_JeffDaniels_38_m.jpg,test
30,AgeDB/15117_CatherineSchell_30_f.jpg,test
37,AgeDB/14987_AnnJillian_37_f.jpg,train
21,AgeDB/12552_AlikiBoug_21_f.jpg,train
74,AgeDB/6113_CaryGrant_74_m.jpg,test
37,AgeDB/5228_DavidMcCallum_37_m.jpg,train
49,AgeDB/7800_AndyGriffith_49_m.jpg,train
25,AgeDB/12877_RuthGordon_25_f.jpg,train
59,AgeDB/13508_GladysCooper_59_f.jpg,val
52,AgeDB/3652_OmarSharif_52_m.jpg,train
37,AgeDB/14842_SimoneSignoret_37_f.jpg,train
61,AgeDB/11836_AnjelicaHuston_61_f.jpg,train
17,AgeDB/205_ElvisPresley_17_m.jpg,test
68,AgeDB/11012_EllenBurstyn_68_f.jpg,train
28,AgeDB/12983_ClaudiaCardinale_28_f.jpg,train
75,AgeDB/636_mitsotakis_75_m.jpg,val
82,AgeDB/7821_AndyGriffith_82_m.jpg,train
61,AgeDB/7018_ChristopherWalken_61_m.jpg,train
29,AgeDB/9385_SteveMcQueen_29_m.jpg,test
65,AgeDB/4110_DickVanDyke_65_m.jpg,train
37,AgeDB/1540_Bono_37_m.jpg,train
66,AgeDB/8296_RichardChamberlain_66_m.jpg,train
56,AgeDB/10790_OrnellaMuti_56_f.jpg,train
39,AgeDB/13391_CelesteHolm_39_f.jpg,train
53,AgeDB/5358_JohnDerek_53_m.jpg,train
31,AgeDB/15534_JulieBishop_31_f.jpg,train
30,AgeDB/112_MickJagger_30_m.jpg,train
32,AgeDB/7985_GiulianoGemma_32_m.jpg,train
33,AgeDB/15181_CydCharisse_33_f.jpg,val
22,AgeDB/145_PaulmcCartney_22_m.jpg,train
60,AgeDB/932_FranklinDRoosevelt_60_m.jpg,train
43,AgeDB/12661_IsabelleHuppert_43_f.jpg,train
61,AgeDB/4515_CarlosSantana_61_m.jpg,train
41,AgeDB/11193_MonicaVitti_41_f.jpg,test
43,AgeDB/8834_ArnoldSchwarzenegger_43_m.jpg,test
48,AgeDB/4975_TimothyDalton_48_m.jpg,train
34,AgeDB/6550_LeeJCobb_34_m.jpg,val
44,AgeDB/1779_TomHanks_44_m.jpg,train
45,AgeDB/2663_JerryLewis_45_m.jpg,train
21,AgeDB/11502_JulieChristie_21_f.jpg,train
56,AgeDB/11936_CatherineSpaak_56_f.jpg,train
46,AgeDB/13951_DeborahKerr_46_f.jpg,train
41,AgeDB/6285_ErrolFlynn_41_m.jpg,train
34,AgeDB/6448_JohnVernon_34_m.jpg,train
36,AgeDB/13203_MichellePfeiffer_36_f.jpg,train
69,AgeDB/336_LarryEllison_69_m.jpg,val
64,AgeDB/15034_AnnMiller_64_f.jpg,train
46,AgeDB/4042_CharlieSheen_46_m.jpg,train
63,AgeDB/4501_CarlosSantana_63_m.jpg,train
46,AgeDB/7008_ChristopherWalken_46_m.jpg,train
34,AgeDB/5664_RayDanton_34_m.jpg,train
46,AgeDB/3608_MikeConnors_46_m.jpg,train
34,AgeDB/10904_Arletty_34_f.jpg,train
39,AgeDB/7792_AndyGriffith_39_m.jpg,train
36,AgeDB/10198_JulieAdams_36_f.jpg,train
14,AgeDB/13404_DanielleDarrieux_14_f.jpg,train
32,AgeDB/14_MariaCallas_32_f.jpg,train
80,AgeDB/6696_PeterGraves_80_m.jpg,train
65,AgeDB/6977_CharlesBoyer_65_m.jpg,train
35,AgeDB/12168_GlendaJackson_35_f.jpg,train
27,AgeDB/6227_DirkBogarde_27_m.jpg,train
57,AgeDB/15612_KateOMara_57_f.jpg,train
53,AgeDB/15027_AnnMiller_53_f.jpg,test
64,AgeDB/3184_DerekJacobi_64_m.jpg,test
76,AgeDB/8089_JohnForsythe_76_m.jpg,val
53,AgeDB/4682_JohnTravolta_53_m.jpg,test
49,AgeDB/2470_ClaudeRich_49_m.jpg,train
45,AgeDB/5381_JohnMalkovich_45_m.jpg,train
19,AgeDB/13109_JaneRussell_19_f.jpg,train
66,AgeDB/2323_SamNeill_66_m.jpg,train
27,AgeDB/14229_IngridBergman_27_f.jpg,train
46,AgeDB/4293_KirkDouglas_46_m.jpg,train
29,AgeDB/4998_WarrenBeatty_29_m.jpg,val
32,AgeDB/8046_HorstBuchholz_32_m.jpg,train
81,AgeDB/11019_EllenBurstyn_81_f.jpg,test
35,AgeDB/16009_SerenaWilliams_35_f.jpg,train
30,AgeDB/1480_CarlMarx_30_m.jpg,train
24,AgeDB/11783_ValerieHarper_24_f.jpg,train
41,AgeDB/2037_JohnJames_41_m.jpg,val
53,AgeDB/3704_RingoStarr_53_m.jpg,train
39,AgeDB/4225_HelmutBerger_39_m.jpg,val
67,AgeDB/10893_TippiHedren_67_f.jpg,train
22,AgeDB/10641_LuiseRainer_22_f.jpg,train
37,AgeDB/10050_HelenHunt_37_f.jpg,train
34,AgeDB/7788_AndyGriffith_34_m.jpg,train
45,AgeDB/5440_KennethBranagh_45_m.jpg,train
24,AgeDB/6668_PeterGraves_24_m.jpg,train
65,AgeDB/10026_GoldieHawn_65_f.jpg,train
42,AgeDB/10737_MerylStreep_42_f.jpg,train
46,AgeDB/9435_EdwardGRobinson_46_m.jpg,val
48,AgeDB/4045_CharlieSheen_48_m.jpg,test
51,AgeDB/11202_MonicaVitti_51_f.jpg,train
48,AgeDB/5189_CharlesGrodin_48_m.jpg,test
14,AgeDB/12786_MargaretOBrien_14_f.jpg,val
78,AgeDB/6948_BorisKarloff_78_m.jpg,val
33,AgeDB/2509_DonJohnson_33_m.jpg,train
33,AgeDB/7065_FessParker_33_m.jpg,train
49,AgeDB/10357_AnitaEkberg_49_f.jpg,train
29,AgeDB/10074_JaneBirkin_29_f.jpg,train
58,AgeDB/7556_RobertMorley_58_m.jpg,train
35,AgeDB/6497_JohnnyCash_35_m.jpg,train
18,AgeDB/5725_TommyLeeJones_18_m.jpg,train
58,AgeDB/8109_Konstantaras_58_m.jpg,train
27,AgeDB/173_JhonLenon_27_m.jpg,train
26,AgeDB/11506_JulieChristie_26_f.jpg,test
34,AgeDB/5368_JohnMalkovich_34_m.jpg,train
59,AgeDB/1452_RabindranathTagore_59_m.jpg,test
27,AgeDB/11429_CyndiLauper_27_f.jpg,train
28,AgeDB/15631_KatharineRoss_28_f.jpg,val
74,AgeDB/8088_JohnForsythe_74_m.jpg,test
57,AgeDB/3586_MichaelYork_57_m.jpg,train
28,AgeDB/12090_EvaMarieSaint_28_f.jpg,train
34,AgeDB/13302_SigourneyWeaver_34_f.jpg,train
73,AgeDB/1130_FaradayMichael_73_m.jpg,train
40,AgeDB/2465_ClaudeRich_40_m.jpg,train
59,AgeDB/14168_EstherWilliams_59_f.jpg,train
26,AgeDB/15380_JanePowell_26_f.jpg,train
62,AgeDB/8576_CliffRobertson_62_m.jpg,train
29,AgeDB/12556_AlikiBoug_29_f.jpg,test
31,AgeDB/15587_KateOMara_31_f.jpg,train
47,AgeDB/2966_tomselleck_47_m.jpg,train
52,AgeDB/8329_RichardCrenna_52_m.jpg,train
36,AgeDB/2577_GeneWilder_36_m.jpg,train
49,AgeDB/10489_DianneWiest_49_f.jpg,train
61,AgeDB/10497_DianneWiest_61_f.jpg,train
55,AgeDB/11799_ValerieHarper_55_f.jpg,train
74,AgeDB/1146_GalileoGalilei_74_m.jpg,test
73,AgeDB/3972_BrianDennehy_73_m.jpg,test
49,AgeDB/7833_AnthonyQuayle_49_m.jpg,train
69,AgeDB/4335_MichaelPalin_69_m.jpg,val
75,AgeDB/471_ConradHilton_75_m.jpg,train
49,AgeDB/13501_GladysCooper_49_f.jpg,train
47,AgeDB/1816_TomHulce_47_m.jpg,train
58,AgeDB/13530_HelenHayes_58_f.jpg,train
44,AgeDB/9962_ElkeSommer_44_f.jpg,train
35,AgeDB/15439_JanetEllis_35_f.jpg,train
42,AgeDB/15262_DyanCannon_42_f.jpg,train
43,AgeDB/4859_RogerMoore_43_m.jpg,val
25,AgeDB/12705_JanetLeigh_25_f.jpg,train
35,AgeDB/8667_JohnCassavetes_35_m.jpg,train
62,AgeDB/10821_PeggyLipton_62_f.jpg,train
31,AgeDB/9047_JeanClaudeVanDamme_31_m.jpg,train
28,AgeDB/185_JhonLenon_28_m.jpg,train
40,AgeDB/3527_MartinSheen_40_m.jpg,test
60,AgeDB/767_WEBDuBois_60_m.jpg,test
35,AgeDB/6377_JamesCagney_35_m.jpg,train
24,AgeDB/11654_MireilleDarc_24_f.jpg,val
56,AgeDB/16004_NeildeGrasseTyson _56_m.jpg,train
31,AgeDB/13149_JaneWyman_31_f.jpg,train
39,AgeDB/9319_GeorgeMontgomery_39_m.jpg,val
46,AgeDB/13360_BetteDavis_46_f.jpg,train
46,AgeDB/12205_ImeldaStaunton_46_f.jpg,val
25,AgeDB/1512_YannisRitsos_25_m.jpg,train
48,AgeDB/14844_SimoneSignoret_48_f.jpg,train
63,AgeDB/3934_TommySands_63_m.jpg,train
24,AgeDB/12412_AngieDickinson_24_f.jpg,val
66,AgeDB/13860_AnneBancroft_66_f.jpg,train
42,AgeDB/4678_JohnTravolta_42_m.jpg,train
27,AgeDB/9085_LawrenceTierney_27_m.jpg,train
35,AgeDB/15495_JeanetteMacDonald_35_f.jpg,train
57,AgeDB/5102_AnthonyHopkins_57_m.jpg,train
26,AgeDB/1656_BobDylan_26_m.jpg,val
24,AgeDB/116_MickJagger_24_m.jpg,train
48,AgeDB/7353_LouisJourdan_48_m.jpg,train
